|id |cnpj          |createdAt                    |updatedAt                    |nome_fantasia                                                             |razao_social                                                              |id_cidade|cep     |bairro               |logradouro                      |numero|complemento    |nome_contato         |email_empresa      |ativo|plano |link_imagem                                                                                           |
|143|0             |2024-12-18 21:24:02.637 -0300|2024-12-18 21:24:02.637 -0300|PREDILECTA ALIMENTOS LTDA                                                 |PREDILECTA ALIMENTOS LTDA                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|144|0             |2024-12-18 21:24:05.020 -0300|2024-12-18 21:24:05.020 -0300|MONSTER ENERGY BRASIL COMERCIO DE BEBIDAS LTDA.                           |MONSTER ENERGY BRASIL COMERCIO DE BEBIDAS LTDA.                           |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|145|0             |2024-12-18 21:24:08.208 -0300|2024-12-18 21:24:08.208 -0300|JDE COFEE                                                                 |JDE COFEE                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|146|0             |2024-12-18 21:24:18.176 -0300|2024-12-18 21:24:18.176 -0300|MARILAN                                                                   |MARILAN                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|147|0             |2024-12-18 21:24:46.630 -0300|2024-12-18 21:24:46.630 -0300|CATUPIRY                                                                  |CATUPIRY                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|148|0             |2024-12-18 21:26:51.203 -0300|2024-12-18 21:26:51.203 -0300|CEPÊRA                                                                    |CEPÊRA                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|149|0             |2024-12-18 21:27:31.025 -0300|2024-12-18 21:27:31.025 -0300|NESTLE BRASIL - MERCEARIA                                                 |NESTLE BRASIL - MERCEARIA                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|150|0             |2024-12-18 21:27:32.346 -0300|2024-12-18 21:27:32.346 -0300|MONDELEZ (MATRIZ)                                                         |MONDELEZ (MATRIZ)                                                         |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|151|0             |2024-12-18 21:28:31.961 -0300|2024-12-18 21:28:31.961 -0300|COPACOL                                                                   |COPACOL                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|152|0             |2024-12-18 21:28:44.437 -0300|2024-12-18 21:28:44.437 -0300|DALIA ALIMENTOS                                                           |DALIA ALIMENTOS                                                           |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|153|0             |2024-12-18 21:30:30.850 -0300|2024-12-18 21:30:30.850 -0300|J MACEDO                                                                  |J MACEDO                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|154|0             |2024-12-18 21:31:25.091 -0300|2024-12-18 21:31:25.091 -0300|DORI ALIMENTOS                                                            |DORI ALIMENTOS                                                            |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|155|0             |2024-12-18 21:32:09.180 -0300|2024-12-18 21:32:09.180 -0300|DUCOCO                                                                    |DUCOCO                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|156|0             |2024-12-18 21:32:20.877 -0300|2024-12-18 21:32:20.877 -0300|BEBIDAS FRUKI S.A                                                         |BEBIDAS FRUKI S.A                                                         |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|157|0             |2024-12-18 21:34:40.649 -0300|2024-12-18 21:34:40.649 -0300|ALVOAR LACTEOS S/A                                                        |ALVOAR LACTEOS S/A                                                        |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|158|0             |2024-12-18 21:34:57.998 -0300|2024-12-18 21:34:57.998 -0300|SOUZA CRUZ LTDA                                                           |SOUZA CRUZ LTDA                                                           |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|159|0             |2024-12-18 21:35:00.898 -0300|2024-12-18 21:35:00.898 -0300|EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A                             |EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A                             |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|160|0             |2024-12-18 21:36:25.388 -0300|2024-12-18 21:36:25.388 -0300|FAZENDA FUTURO PRODUTOS ALIMENTICIOS SA                                   |FAZENDA FUTURO PRODUTOS ALIMENTICIOS SA                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|161|0             |2024-12-18 21:36:49.639 -0300|2024-12-18 21:36:49.639 -0300|FORNO DE MINAS ALIMENTOS S/A                                              |FORNO DE MINAS ALIMENTOS S/A                                              |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|162|0             |2024-12-18 21:37:28.033 -0300|2024-12-18 21:37:28.033 -0300|FRIMESA COOPERATIVA                                                       |FRIMESA COOPERATIVA                                                       |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|163|0             |2024-12-18 21:37:34.168 -0300|2024-12-18 21:37:34.168 -0300|FUGINI                                                                    |FUGINI                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|164|0             |2024-12-18 21:37:56.615 -0300|2024-12-18 21:37:56.615 -0300|CERVEJARIA BAMBOA LTDA                                                    |CERVEJARIA BAMBOA LTDA                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|165|0             |2024-12-18 21:38:29.299 -0300|2024-12-18 21:38:29.299 -0300|GALLO BRASIL DISTRIBUICAO COM LTDA                                        |GALLO BRASIL DISTRIBUICAO COM LTDA                                        |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|166|0             |2024-12-18 21:38:54.878 -0300|2024-12-18 21:38:54.878 -0300|FRONERI BRASIL                                                            |FRONERI BRASIL                                                            |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|167|0             |2024-12-18 21:39:11.340 -0300|2024-12-18 21:39:11.340 -0300|MOINHO GLOBO ALIMENTOS S/A                                                |MOINHO GLOBO ALIMENTOS S/A                                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|168|0             |2024-12-18 21:39:20.075 -0300|2024-12-18 21:39:20.075 -0300|GOMES DA COSTA                                                            |GOMES DA COSTA                                                            |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|169|0             |2024-12-18 21:40:07.517 -0300|2024-12-18 21:40:07.517 -0300|CIMO ALIMENTOS COMERCIO & EXPORTACAO LTDA.                                |CIMO ALIMENTOS COMERCIO & EXPORTACAO LTDA.                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|170|0             |2024-12-18 21:40:20.509 -0300|2024-12-18 21:40:20.509 -0300|KRAFT HEINZ                                                               |KRAFT HEINZ                                                               |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|171|0             |2024-12-18 21:42:37.178 -0300|2024-12-18 21:42:37.178 -0300|CERVEJARIA PETROPOLIS - ITAIPAVA                                          |CERVEJARIA PETROPOLIS - ITAIPAVA                                          |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|172|0             |2024-12-18 21:42:56.228 -0300|2024-12-18 21:42:56.228 -0300|ITAMBE (MATRIZ)                                                           |ITAMBE (MATRIZ)                                                           |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|173|0             |2024-12-18 21:45:05.645 -0300|2024-12-18 21:45:05.645 -0300|KELLOGGS                                                                  |KELLOGGS                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|174|0             |2024-12-18 21:46:33.804 -0300|2024-12-18 21:46:33.804 -0300|KICALDO                                                                   |KICALDO                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|175|0             |2024-12-18 21:46:35.134 -0300|2024-12-18 21:46:35.134 -0300|SOMAR COMERCIO E TRANSPORTE DE ALIMENTOS LTDA                             |SOMAR COMERCIO E TRANSPORTE DE ALIMENTOS LTDA                             |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|176|0             |2024-12-18 21:47:30.001 -0300|2024-12-18 21:47:30.001 -0300|KORIN AGROPECUARIA LTDA - MATRIZ                                          |KORIN AGROPECUARIA LTDA - MATRIZ                                          |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|177|0             |2024-12-18 21:49:12.332 -0300|2024-12-18 21:49:12.332 -0300|ALIBEY INDUSTRIA E COMERCIO DE ALIMENTOS ESPECIAIS LTDA                   |ALIBEY INDUSTRIA E COMERCIO DE ALIMENTOS ESPECIAIS LTDA                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|178|0             |2024-12-18 21:51:08.991 -0300|2024-12-18 21:51:08.991 -0300|NESTLE - PROFESSIONAL                                                     |NESTLE - PROFESSIONAL                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|179|0             |2024-12-18 21:51:23.721 -0300|2024-12-18 21:51:23.721 -0300|NESTLE BRASIL                                                             |NESTLE BRASIL                                                             |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|180|0             |2024-12-18 21:51:25.785 -0300|2024-12-18 21:51:25.785 -0300|CERVEJARIA PETROPOLIS S/A                                                 |CERVEJARIA PETROPOLIS S/A                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|181|0             |2024-12-18 21:51:28.604 -0300|2024-12-18 21:51:28.604 -0300|EBBA                                                                      |EBBA                                                                      |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|182|0             |2024-12-18 21:51:58.882 -0300|2024-12-18 21:51:58.882 -0300|JAV INDUSTRIA DE ALIMENTOS LTDA                                           |JAV INDUSTRIA DE ALIMENTOS LTDA                                           |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|183|0             |2024-12-18 21:52:14.921 -0300|2024-12-18 21:52:14.921 -0300|I.V.L. INDUSTRIAS VIEIRA LTDA                                             |I.V.L. INDUSTRIAS VIEIRA LTDA                                             |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|184|0             |2024-12-18 21:52:49.569 -0300|2024-12-18 21:52:49.569 -0300|MARATA SUCOS - (MARATA 0130)                                              |MARATA SUCOS - (MARATA 0130)                                              |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|185|0             |2024-12-18 21:53:16.401 -0300|2024-12-18 21:53:16.401 -0300|SEARA -MARBA                                                              |SEARA -MARBA                                                              |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|186|0             |2024-12-18 21:54:19.054 -0300|2024-12-18 21:54:19.054 -0300|MELITTA                                                                   |MELITTA                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|187|0             |2024-12-18 21:54:36.042 -0300|2024-12-18 21:54:36.042 -0300|MINALBA ALIMENTOS E BEBIDAS LTDA                                          |MINALBA ALIMENTOS E BEBIDAS LTDA                                          |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|188|0             |2024-12-18 21:54:45.305 -0300|2024-12-18 21:54:45.305 -0300|PIRACANJUBA (MATRIZ)                                                      |PIRACANJUBA (MATRIZ)                                                      |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|189|0             |2024-12-18 21:54:46.410 -0300|2024-12-18 21:54:46.410 -0300|DPA BRASIL LTDA - NESTLÉ IOGURTES                                         |DPA BRASIL LTDA - NESTLÉ IOGURTES                                         |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|190|0             |2024-12-18 21:58:20.240 -0300|2024-12-18 21:58:20.240 -0300|BEBIDAS NUDE (1WS + NEOGRID)                                              |BEBIDAS NUDE (1WS + NEOGRID)                                              |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|191|0             |2024-12-18 21:58:24.541 -0300|2024-12-18 21:58:24.541 -0300|INCASA S/A                                                                |INCASA S/A                                                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|192|0             |2024-12-18 22:00:27.438 -0300|2024-12-18 22:00:27.438 -0300|BRF S.A. - SADIA                                                          |BRF S.A. - SADIA                                                          |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|193|0             |2024-12-18 22:07:11.660 -0300|2024-12-18 22:07:11.660 -0300|BIMBO                                                                     |BIMBO                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|194|0             |2024-12-18 22:08:00.396 -0300|2024-12-18 22:08:00.396 -0300|MINALBA                                                                   |MINALBA                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|195|0             |2024-12-18 22:08:49.261 -0300|2024-12-18 22:08:49.261 -0300|BR SPICES                                                                 |BR SPICES                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|196|0             |2024-12-18 22:08:59.950 -0300|2024-12-18 22:08:59.950 -0300|RED BULL DO BRASIL LTDA                                                   |RED BULL DO BRASIL LTDA                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|197|0             |2024-12-18 22:09:19.803 -0300|2024-12-18 22:09:19.803 -0300|SELMI (MATRIZ)                                                            |SELMI (MATRIZ)                                                            |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|198|0             |2024-12-18 22:12:20.467 -0300|2024-12-18 22:12:20.467 -0300|MABI INDUSTRIA E COMERCIO ATACADISTA DE BEBIDAS ENERGETICAS DO BRASIL LTDA|MABI INDUSTRIA E COMERCIO ATACADISTA DE BEBIDAS ENERGETICAS DO BRASIL LTDA|         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|199|0             |2024-12-18 22:17:08.645 -0300|2024-12-18 22:17:08.645 -0300|SAKURA NAKAYA (MATRIZ)                                                    |SAKURA NAKAYA (MATRIZ)                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|200|0             |2024-12-18 22:17:16.597 -0300|2024-12-18 22:17:16.597 -0300|ARMAZÉM PARANÁ                                                            |ARMAZÉM PARANÁ                                                            |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|201|0             |2024-12-18 22:18:15.749 -0300|2024-12-18 22:18:15.749 -0300|INTERFOOD (TODO VINO)                                                     |INTERFOOD (TODO VINO)                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|202|0             |2024-12-18 22:18:38.607 -0300|2024-12-18 22:18:38.607 -0300|SEARA- GOURMET                                                            |SEARA- GOURMET                                                            |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|203|0             |2024-12-18 22:19:13.030 -0300|2024-12-18 22:19:13.030 -0300|JBS                                                                       |JBS                                                                       |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|204|0             |2024-12-18 22:21:46.836 -0300|2024-12-18 22:21:46.836 -0300|SUPERBOM                                                                  |SUPERBOM                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|205|0             |2024-12-18 22:22:42.631 -0300|2024-12-18 22:22:42.631 -0300|TIAL                                                                      |TIAL                                                                      |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|206|0             |2024-12-18 22:24:28.195 -0300|2024-12-18 22:24:28.195 -0300|LATICINIOS TIROLEZ LTDA                                                   |LATICINIOS TIROLEZ LTDA                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|207|0             |2024-12-18 22:25:45.226 -0300|2024-12-18 22:25:45.226 -0300|PECCIN S A                                                                |PECCIN S A                                                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|208|0             |2024-12-18 22:26:20.549 -0300|2024-12-18 22:26:20.549 -0300|VALE FERTIL INDUSTRIAS ALIMENTICIAS LTDA                                  |VALE FERTIL INDUSTRIAS ALIMENTICIAS LTDA                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|209|0             |2024-12-18 22:27:24.929 -0300|2024-12-18 22:27:24.929 -0300|RB DE GARÇA                                                               |RB DE GARÇA                                                               |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|210|0             |2024-12-18 22:27:26.116 -0300|2024-12-18 22:27:26.116 -0300|VIGOR                                                                     |VIGOR                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|211|0             |2024-12-18 22:31:06.547 -0300|2024-12-18 22:31:06.547 -0300|YAKULT S/A. INDUSTRIA E COMERCIO                                          |YAKULT S/A. INDUSTRIA E COMERCIO                                          |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|212|              |2025-02-24 09:56:22.348 -0300|2025-02-24 09:56:22.348 -0300|Luma Teste                                                                |                                                                          |         |        |                     |                                |      |               |                     |                   |true |3     |                                                                                                      |
|213|12345678901111|2025-03-20 09:10:29.343 -0300|2025-03-20 09:14:39.766 -0300|RESTAURANTE TESTE                                                         |                                                                          |         |        |                     |                                |      |               |                     |                   |true |Free  |                                                                                                      |
|23 |12345678912345|2024-05-30 17:26:10.598 -0300|2025-10-30 17:18:37.137 -0300|BAUDUCCO                                                                  |BAUDUCCO                                                                  |         |        |                     |                                |      |               |                     |                   |true |Básico|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/d83b6a88-f7a7-4826-9236-e2e395a8ea70.jpeg|
|214|70940994000101|2026-01-11 11:47:00.153 -0300|2026-01-11 11:47:00.153 -0300|PANDURATA ALIMENTOS LTDA                                                  |PANDURATA ALIMENTOS LTDA                                                  |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|215|              |2026-01-28 17:00:10.763 -0300|2026-01-28 17:00:10.763 -0300|Vitafor                                                                   |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|216|              |2026-01-28 17:15:11.518 -0300|2026-01-28 17:15:11.518 -0300|MAX TITANIUM                                                              |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|217|              |2026-01-28 17:18:06.566 -0300|2026-01-28 17:18:06.566 -0300|ELEMENTO PURO                                                             |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|218|              |2026-01-28 17:21:08.299 -0300|2026-01-28 17:21:08.299 -0300|OCEAN DROP                                                                |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|219|              |2026-01-29 10:30:06.306 -0300|2026-01-29 10:30:06.306 -0300|SLV SUPLEMENTOS LTDA                                                      |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|220|              |2026-01-29 11:50:30.404 -0300|2026-01-29 11:50:30.404 -0300|PROBÓTICA                                                                 |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|221|              |2026-01-29 11:53:04.726 -0300|2026-01-29 11:53:04.726 -0300|SUNRIZE                                                                   |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|222|              |2026-01-30 15:04:35.177 -0300|2026-01-30 15:04:35.177 -0300|Unnix Industria e Comercio Eireli                                         |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|223|              |2026-02-01 19:24:52.586 -0300|2026-02-01 19:24:52.586 -0300|NHD Foods Indústria, Comércio, Importação e Exportação Ltda               |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
